iter	RMSE
264	78.77781
265	78.74495836
266	78.73749172
267	78.72539111
268	78.70580467
269	78.69849155
270	78.68708794
271	78.66782465
272	78.64009072
273	78.63295661
274	78.62286629
275	78.61033045
276	78.60123779
277	78.58784787
278	78.56361591
279	78.55260819
280	78.54166306
281	78.52715083
282	78.51820981
283	78.50544436
284	78.49780652
285	78.49145663
286	78.4832389
287	78.47056837
288	78.45579286
289	78.44271639
290	78.43158017
291	78.40701661
292	78.38698925
293	78.36482451
294	78.35490536
295	78.34833641
296	78.33967081
297	78.33068492
298	78.31846697
299	78.30467782
300	78.29695854
301	78.28127837
302	78.26837657
303	78.22180584
304	78.20442935
305	78.20020151
306	78.18672782
307	78.17925411
308	78.15803351
309	78.14717128
310	78.12574544
311	78.10063009
312	78.08367419
313	78.06523783
314	78.05567981
315	78.04437463
316	78.03492646
317	78.01876559
318	78.01173451
319	77.99769631
320	77.99203461
321	77.98142648
322	77.97013687
323	77.96438174
324	77.95904209
325	77.93289716
326	77.92047636
327	77.91301106
328	77.88265647
329	77.87692819
330	77.84562219
331	77.83660179
332	77.82987653
333	77.82541665
334	77.79211126
335	77.7599439
336	77.75100462
337	77.74034795
338	77.727642
339	77.71750126
340	77.70734307
341	77.69496909
342	77.68191315
343	77.67734257
344	77.66960298
345	77.66176379
346	77.64808391
347	77.63872567
348	77.62563759
349	77.61809706
350	77.60240451
351	77.59468582
352	77.58495499
353	77.57795153
354	77.57056686
355	77.56437187
356	77.54996002
357	77.5415486
358	77.53257935
359	77.50558006
360	77.49672006
361	77.49025114
362	77.48196209
363	77.47144002
364	77.46294897
365	77.4516743
366	77.43889281
367	77.42987321
368	77.42540735
369	77.38736078
370	77.37953381
371	77.37314803
372	77.36449231
373	77.3519761
374	77.34324024
375	77.33672513
376	77.3266038
377	77.31090643
378	77.3059507
379	77.29020315
380	77.28635866
381	77.27876537
382	77.24560069
383	77.23896033
384	77.22562066
385	77.2220359
386	77.21057342
387	77.20432917
388	77.19345083
389	77.18698767
390	77.18273314
391	77.16093012
392	77.15135817
393	77.14359364
394	77.13824544
395	77.1232867
396	77.11656189
397	77.10703115
398	77.0986155
399	77.07817566
400	77.06869355
401	77.06320098
402	77.04783313
403	77.04238827
404	77.01691554
405	77.00809924
406	76.99487957
407	76.98526379
408	76.97748294
409	76.96977248
410	76.96076139
411	76.9469877
412	76.94115397
413	76.93375123
414	76.93064404
415	76.92407726
416	76.89673548
417	76.88513679
418	76.87429152
419	76.86785551
420	76.86330671
421	76.84910401
422	76.8442449
423	76.83853426
424	76.8332674
425	76.82569263
426	76.81128431
427	76.80327088
428	76.79769142
429	76.78070256
430	76.77654452
431	76.75972144
432	76.75517353
433	76.74663498
434	76.7388597
435	76.72615681
436	76.71710743
437	76.70997247
438	76.7036482
439	76.69892453
440	76.69305376
441	76.68629627
442	76.66989598
443	76.66349403
444	76.6536516
445	76.64882006
446	76.63976081
447	76.63477298
448	76.63110828
449	76.62694492
450	76.61987426
451	76.61237059
452	76.60820208
453	76.59879287
454	76.5712686
455	76.56616471
456	76.55749337
457	76.54961337
458	76.54310398
459	76.53566137
460	76.53238456
461	76.52697288
462	76.52119756
463	76.49604212
464	76.49176351
465	76.48446165
466	76.44501116
467	76.44143318
468	76.43749909
469	76.43217524
470	76.42089941
471	76.41569218
472	76.411066
473	76.39666636
474	76.38669331
475	76.38019003
476	76.37367208
477	76.36375456
478	76.35844703
479	76.34666384
480	76.34224319
481	76.33752531
482	76.32487844
483	76.32127166
484	76.31275159
485	76.30595121
486	76.29928185
487	76.27450206
488	76.2654852
489	76.25565483
490	76.25186723
491	76.24731426
492	76.24328896
493	76.23653105
494	76.22587428
495	76.21900235
496	76.2058158
497	76.20089277
498	76.19395931
499	76.18399984
500	76.16571819
501	76.15863902
502	76.15408062
503	76.14691224
504	76.1443237
505	76.13719443
506	76.13259597
507	76.12658495
508	76.11973062
509	76.11500552
510	76.11022625
511	76.10575024
512	76.10141161
513	76.09820463
514	76.09007638
515	76.07374362
516	76.06531638
517	76.03463443
518	76.03058424
519	76.0270536
520	76.0177956
521	76.00271827
522	75.99701539
523	75.98983326
524	75.98416235
525	75.978338
526	75.97386234
527	75.96682622
528	75.9552721
529	75.94162168
530	75.93772001
531	75.9328883
532	75.92555171
533	75.91934326
534	75.91470607
535	75.90154973
536	75.89503968
537	75.89029696
538	75.887198
539	75.88090755
540	75.87663683
541	75.87319788
542	75.86951015
543	75.86605684
544	75.84733242
545	75.83959389
546	75.82827996
547	75.82416788
548	75.81827156
549	75.81201051
550	75.80657424
551	75.80247742
552	75.79792939
553	75.79229892
554	75.7887804
555	75.78431484
556	75.78154026
557	75.7759405
558	75.76808753
559	75.75721798
560	75.75224328
561	75.74742817
562	75.74329997
563	75.72838045
564	75.7247255
565	75.71889258
566	75.71205703
567	75.7015986
568	75.69881317
569	75.69419343
570	75.68192367
571	75.6762737
572	75.6708007
573	75.66485627
574	75.65972136
575	75.65492946
576	75.64733036
577	75.63224194
578	75.62847706
579	75.62263436
580	75.61541371
581	75.60853864
582	75.59803589
583	75.59349361
584	75.58122782
585	75.57680917
586	75.57099735
587	75.5661831
588	75.56270274
589	75.55774859
590	75.55486546
591	75.54634478
592	75.54177126
593	75.53737247
594	75.53448357
595	75.52819635
596	75.52418253
597	75.520385
598	75.51196959
599	75.5083001
600	75.5042567
601	75.5010495
602	75.49568071
603	75.49233985
604	75.48640244
605	75.4827006
606	75.47697781
607	75.47020103
608	75.46459151
609	75.45799006
610	75.45331715
611	75.44860439
612	75.44421106
613	75.43938387
614	75.43078251
615	75.42659271
616	75.42104058
617	75.41223006
618	75.4086652
619	75.40287898
620	75.39177773
621	75.37974557
622	75.37488598
623	75.37106852
624	75.36742432
625	75.3638825
626	75.35882401
627	75.33603421
628	75.33182747
629	75.32771169
630	75.32279831
631	75.31762112
632	75.31346188
633	75.30698062
634	75.30256827
635	75.2956878
636	75.2925399
637	75.28842009
638	75.27968054
639	75.27395668
640	75.26126404
641	75.25787398
642	75.24902631
643	75.24390233
644	75.23968511
645	75.23524999
646	75.2317407
647	75.22709242
648	75.22280551
649	75.21377595
650	75.2108287
651	75.2039657
652	75.19616384
653	75.19087266
654	75.1872741
655	75.18290916
656	75.17742719
657	75.1726238
658	75.16628925
659	75.16431008
660	75.15974544
661	75.15610548
662	75.15050973
663	75.14600013
664	75.14412907
665	75.14082206
666	75.13709678
667	75.13423918
668	75.1281366
669	75.12454439
670	75.11331198
671	75.10894656
672	75.10076876
673	75.08474832
674	75.08131343
675	75.07479775
676	75.07093688
677	75.06845443
678	75.06572759
679	75.04406936
680	75.03917825
681	75.03636749
682	75.0315862
683	75.02683656
684	75.02036446
685	75.0172803
686	75.01113129
687	75.00751827
688	75.003051
689	74.999191
690	74.99626401
691	74.99248412
692	74.98822146
693	74.96603247
694	74.9620072
695	74.95771217
696	74.95182927
697	74.94881421
698	74.9451215
699	74.94146704
700	74.93598655
701	74.92160008
702	74.91472453
703	74.90879497
704	74.90582449
705	74.90170663
706	74.89923935
707	74.89686323
708	74.89383549
709	74.89111022
710	74.88795777
711	74.87930276
712	74.87495528
713	74.86982067
714	74.86382925
715	74.8608012
716	74.85864828
717	74.85515568
718	74.85235315
719	74.84306008
720	74.8351725
721	74.83190958
722	74.8286989
723	74.8222279
724	74.81821837
725	74.81463196
726	74.80408742
727	74.80145711
728	74.79683396
729	74.79222973
730	74.7868201
731	74.78229916
732	74.75426552
733	74.75105864
734	74.7475719
735	74.73997775
736	74.73692059
737	74.72688683
738	74.72408255
739	74.72122463
740	74.71856268
741	74.71531926
742	74.71311116
743	74.70931462
744	74.70528426
745	74.70039312
746	74.69341689
747	74.68938184
748	74.68556897
749	74.67989773
750	74.67572638
751	74.66762468
752	74.66589985
753	74.66142188
754	74.65781969
755	74.65534743
756	74.64955267
757	74.64393285
758	74.6389821
759	74.63214972
760	74.62975409
761	74.62539165
762	74.59812785
763	74.59412322
764	74.59233547
765	74.58951037
766	74.58515899
767	74.58162652
768	74.576977
769	74.57185049
770	74.5679167
771	74.55709362
772	74.55282219
773	74.55033887
774	74.54647794
775	74.53410502
776	74.52671888
777	74.52401329
778	74.52096453
779	74.51829684
780	74.50929321
781	74.5013282
782	74.49807642
783	74.49503102
784	74.48857699
785	74.48319707
786	74.47925486
787	74.47426196
788	74.47008794
789	74.4666513
790	74.45875051
791	74.45406419
792	74.45206058
793	74.44837581
794	74.44537336
795	74.44122476
796	74.43520917
797	74.43133364
798	74.42847175
799	74.42406401
800	74.39782786
801	74.38800211
802	74.38392997
803	74.38033415
804	74.37512401
805	74.37286412
806	74.36755527
807	74.36416532
808	74.36155649
809	74.35495682
810	74.3505597
811	74.31225276
812	74.30668672
813	74.30361076
814	74.29941796
815	74.29576063
816	74.28788201
817	74.28488494
818	74.28181922
819	74.27871017
820	74.27262976
821	74.27004837
822	74.26656683
823	74.26413818
824	74.26205299
825	74.25914692
826	74.25574109
827	74.246059
828	74.23818691
829	74.23640628
830	74.2325811
831	74.22770145
832	74.22272301
833	74.21798157
834	74.21442379
835	74.21190847
836	74.20434118
837	74.20041796
838	74.19702155
839	74.19292955
840	74.18849973
841	74.18550819
842	74.18020977
843	74.17532252
844	74.17062815
845	74.16782781
846	74.16591871
847	74.15387891
848	74.15040122
849	74.14772651
850	74.14437251
851	74.14236635
852	74.13906143
853	74.13562324
854	74.13273635
855	74.13056222
856	74.12906482
857	74.11664684
858	74.11332442
859	74.11134247
860	74.10982074
861	74.10699828
862	74.104703
863	74.10262398
864	74.10039478
865	74.09895266
866	74.09471437
867	74.09204482
868	74.08876958
869	74.08221967
870	74.07652143
871	74.07127862
872	74.06703276
873	74.06238993
874	74.05787911
875	74.05506096
876	74.04923216
877	74.04633901
878	74.04342391
879	74.04050222
880	74.03440578
881	74.02902879
882	74.02628985
883	74.02266034
884	74.02033017
885	74.01701818
886	74.01512324
887	74.01270048
888	74.01020468
889	74.00728521
890	74.00302659
891	74.00005778
892	73.99654378
893	73.98486084
894	73.98101692
895	73.97347467
896	73.96958058
897	73.96650285
898	73.96302718
899	73.9593469
900	73.95458384
901	73.95127535
902	73.94831194
903	73.94481698
904	73.94272508
905	73.93963141
906	73.93646591
907	73.9340101
908	73.93025757
909	73.92662939
910	73.92437226
911	73.92056977
912	73.91545418
913	73.91240038
914	73.9058457
915	73.90318644
916	73.90036355
917	73.89866923
918	73.88967091
919	73.88461586
920	73.87854085
921	73.87426468
922	73.86864342
923	73.86517476
924	73.85716222
925	73.85428121
926	73.85162754
927	73.84971604
928	73.84612503
929	73.8429438
930	73.83917995
931	73.83769851
932	73.83455667
933	73.83202154
934	73.82413426
935	73.8201635
936	73.81800259
937	73.81372973
938	73.81056036
939	73.80865832
940	73.80322698
941	73.79949202
942	73.79752989
943	73.79505373
944	73.78803453
945	73.7852144
946	73.78282621
947	73.78163781
948	73.77485923
949	73.76921234
950	73.76533369
951	73.76152984
952	73.75883491
953	73.75570328
954	73.75379747
955	73.75003563
956	73.74733526
957	73.74385142
958	73.74081531
959	73.73026236
960	73.72631848
961	73.72361077
962	73.72134819
963	73.71344712
964	73.70844305
965	73.70679146
966	73.70398097
967	73.70003032
968	73.69751855
969	73.69534138
970	73.69320046
971	73.69147875
972	73.68839544
973	73.68506654
974	73.68279919
975	73.67948038
976	73.67666433
977	73.67299811
978	73.66804769
979	73.66640181
980	73.66344538
981	73.66052468
982	73.65746202
983	73.65555639
984	73.65231972
985	73.64653557
986	73.64228713
987	73.6388555
988	73.63731584
989	73.63503864
990	73.63250624
991	73.62634771
992	73.62109379
993	73.61844163
994	73.60932644
995	73.60491474
996	73.59978055
997	73.59689362
998	73.59368429
999	73.59210641
